index,market balance,vault balance,bet count,in play count, total in play, total exposure
90346300,338342221,223657779,19,19,62000000,276342221
90346800,338342221,223657779,19,19,62000000,276342221
90347300,338342221,223657779,19,19,62000000,276342221
90347800,338342221,223657779,19,19,62000000,276342221
90348300,338342221,223657779,19,19,62000000,276342221
90348800,338342221,223657779,19,19,62000000,276342221
90349300,338342221,223657779,19,19,62000000,276342221
90349800,338342221,223657779,19,19,62000000,276342221
90350300,338342221,223657779,19,19,62000000,276342221
90350800,338342221,223657779,19,19,62000000,276342221
90351300,338342221,223657779,19,19,62000000,276342221
90351800,338342221,223657779,19,19,62000000,276342221
90352300,338342221,223657779,19,19,62000000,276342221
90352800,338342221,223657779,19,19,62000000,276342221
90353300,338342221,223657779,19,19,62000000,276342221
90353800,338342221,223657779,19,19,62000000,276342221
90354300,338342221,223657779,19,19,62000000,276342221
90354800,338342221,223657779,19,19,62000000,276342221
90355300,338342221,223657779,19,19,62000000,276342221
90355800,338342221,223657779,19,19,62000000,276342221
90356300,338342221,223657779,19,19,62000000,276342221
90356800,338342221,223657779,19,19,62000000,276342221
90357300,338342221,223657779,19,19,62000000,276342221
90357800,338342221,223657779,19,19,62000000,276342221
90358300,338342221,223657779,19,19,62000000,276342221
90358800,338342221,223657779,19,19,62000000,276342221
90359300,338342221,223657779,19,19,62000000,276342221
90359800,338342221,223657779,19,19,62000000,276342221
90360300,338342221,223657779,19,19,62000000,276342221
90360800,338342221,223657779,19,19,62000000,276342221
90361300,338342221,223657779,19,19,62000000,276342221
90361800,338342221,223657779,19,19,62000000,276342221
90362300,338342221,223657779,19,19,62000000,276342221
90362800,338342221,223657779,19,19,62000000,276342221
90363300,338342221,223657779,19,19,62000000,276342221
90363800,338342221,223657779,19,19,62000000,276342221
90364300,338342221,223657779,19,19,62000000,276342221
90364800,338342221,223657779,19,19,62000000,276342221
90365300,338342221,223657779,19,19,62000000,276342221
90365800,338342221,223657779,19,19,62000000,276342221
90366300,338342221,223657779,19,19,62000000,276342221
90366800,338342221,223657779,19,19,62000000,276342221
90367300,338342221,223657779,19,19,62000000,276342221
90367800,338342221,223657779,19,19,62000000,276342221
90368300,338342221,223657779,19,19,62000000,276342221
90368800,338342221,223657779,19,19,62000000,276342221
90369300,338342221,223657779,19,19,62000000,276342221
90369800,338342221,223657779,19,19,62000000,276342221
90370300,338342221,223657779,19,19,62000000,276342221
90370800,338342221,223657779,19,19,62000000,276342221
90371300,338342221,223657779,19,19,62000000,276342221
90371800,338342221,223657779,19,19,62000000,276342221
90372300,338342221,223657779,19,19,62000000,276342221
90372800,338342221,223657779,19,19,62000000,276342221
90373300,338342221,223657779,19,19,62000000,276342221
90373800,338342221,223657779,19,19,62000000,276342221
90374300,338342221,223657779,19,19,62000000,276342221
90374800,338342221,223657779,19,19,62000000,276342221
90375300,338342221,223657779,19,19,62000000,276342221
90375800,338342221,223657779,19,19,62000000,276342221
90376300,338342221,223657779,19,19,62000000,276342221
90376800,338342221,223657779,19,19,62000000,276342221
90377300,338342221,223657779,19,19,62000000,276342221
90377800,338342221,223657779,19,19,62000000,276342221
90378300,338342221,223657779,19,19,62000000,276342221
90378800,338342221,223657779,19,19,62000000,276342221
90379300,338342221,223657779,19,19,62000000,276342221
90379800,338342221,223657779,19,19,62000000,276342221
90380300,338342221,223657779,19,19,62000000,276342221
90380800,338342221,223657779,19,19,62000000,276342221
90381300,338342221,223657779,19,19,62000000,276342221
90381800,338342221,223657779,19,19,62000000,276342221
90382300,338342221,223657779,19,19,62000000,276342221
90382800,338342221,223657779,19,19,62000000,276342221
90383300,338342221,223657779,19,19,62000000,276342221
90383800,338342221,223657779,19,19,62000000,276342221
90384300,338342221,223657779,19,19,62000000,276342221
90384800,338342221,223657779,19,19,62000000,276342221
90385300,338342221,223657779,19,19,62000000,276342221
90385800,338342221,223657779,19,19,62000000,276342221
90386300,338342221,223657779,19,19,62000000,276342221
90386800,338342221,223657779,19,19,62000000,276342221
90387300,338342221,223657779,19,19,62000000,276342221
90387800,338342221,223657779,19,19,62000000,276342221
90388300,338342221,223657779,19,19,62000000,276342221
90388800,338342221,223657779,19,19,62000000,276342221
90389300,338342221,223657779,19,19,62000000,276342221
90389800,338342221,223657779,19,19,62000000,276342221
90390300,338342221,223657779,19,19,62000000,276342221
90390800,338342221,223657779,19,19,62000000,276342221
90391300,338342221,223657779,19,19,62000000,276342221
90391800,338342221,223657779,19,19,62000000,276342221
90392300,338342221,223657779,19,19,62000000,276342221
90392800,338342221,223657779,19,19,62000000,276342221
90393300,338342221,223657779,19,19,62000000,276342221
90393800,338342221,223657779,19,19,62000000,276342221
90394300,338342221,223657779,19,19,62000000,276342221
90394800,338342221,223657779,19,19,62000000,276342221
90395300,338342221,223657779,19,19,62000000,276342221
90395800,338342221,223657779,19,19,62000000,276342221
90396300,338342221,223657779,19,19,62000000,276342221
90396800,338342221,223657779,19,19,62000000,276342221
90397300,338342221,223657779,19,19,62000000,276342221
90397800,338342221,223657779,19,19,62000000,276342221
90398300,338342221,223657779,19,19,62000000,276342221
90398800,338342221,223657779,19,19,62000000,276342221
90399300,338342221,223657779,19,19,62000000,276342221
90399800,338342221,223657779,19,19,62000000,276342221
90400300,338342221,223657779,19,19,62000000,276342221
90400800,338342221,223657779,19,19,62000000,276342221
90401300,338342221,223657779,19,19,62000000,276342221
90401800,338342221,223657779,19,19,62000000,276342221
90402300,338342221,223657779,19,19,62000000,276342221
90402800,338342221,223657779,19,19,62000000,276342221
90403300,338342221,223657779,19,19,62000000,276342221
90403800,338342221,223657779,19,19,62000000,276342221
90404300,338342221,223657779,19,19,62000000,276342221
90404800,338342221,223657779,19,19,62000000,276342221
90405300,338342221,223657779,19,19,62000000,276342221
90405800,338342221,223657779,19,19,62000000,276342221
90406300,338342221,223657779,19,19,62000000,276342221
90406800,338342221,223657779,19,19,62000000,276342221
90407300,338342221,223657779,19,19,62000000,276342221
90407800,338342221,223657779,19,19,62000000,276342221
90408300,338342221,223657779,19,19,62000000,276342221
90408800,338342221,223657779,19,19,62000000,276342221
90409300,338342221,223657779,19,19,62000000,276342221
90409800,338342221,223657779,19,19,62000000,276342221
90410300,338342221,223657779,19,19,62000000,276342221
90410800,338342221,223657779,19,19,62000000,276342221
90411300,338342221,223657779,19,19,62000000,276342221
90411800,338342221,223657779,19,19,62000000,276342221
90412300,338342221,223657779,19,19,62000000,276342221
90412800,338342221,223657779,19,19,62000000,276342221
90413300,338342221,223657779,19,19,62000000,276342221
90413800,338342221,223657779,19,19,62000000,276342221
90414300,338342221,223657779,19,19,62000000,276342221
90414800,338342221,223657779,19,19,62000000,276342221
90415300,338342221,223657779,19,19,62000000,276342221
90415800,338342221,223657779,19,19,62000000,276342221
90416300,338342221,223657779,19,19,62000000,276342221
90416800,338342221,223657779,19,19,62000000,276342221
90417300,338342221,223657779,19,19,62000000,276342221
90417800,338342221,223657779,19,19,62000000,276342221
90418300,338342221,223657779,19,19,62000000,276342221
90418800,338342221,223657779,19,19,62000000,276342221
90419300,338342221,223657779,19,19,62000000,276342221
90419800,338342221,223657779,19,19,62000000,276342221
90420300,338342221,223657779,19,19,62000000,276342221
90420800,338342221,223657779,19,19,62000000,276342221
90421300,338342221,223657779,19,19,62000000,276342221
90421800,338342221,223657779,19,19,62000000,276342221
90422300,338342221,223657779,19,19,62000000,276342221
90422800,338342221,223657779,19,19,62000000,276342221
90423300,338342221,223657779,19,19,62000000,276342221
90423800,338342221,223657779,19,19,62000000,276342221
90424300,338342221,223657779,19,19,62000000,276342221
90424800,338342221,223657779,19,19,62000000,276342221
90425300,338342221,223657779,19,19,62000000,276342221
90425800,338342221,223657779,19,19,62000000,276342221
90426300,338342221,223657779,19,19,62000000,276342221
90426800,338342221,223657779,19,19,62000000,276342221
90427300,338342221,223657779,19,19,62000000,276342221
90427800,338342221,223657779,19,19,62000000,276342221
90428300,338342221,223657779,19,19,62000000,276342221
90428800,338342221,223657779,19,19,62000000,276342221
90429300,338342221,223657779,19,19,62000000,276342221
90429800,338342221,223657779,19,19,62000000,276342221
90430300,338342221,223657779,19,19,62000000,276342221
90430800,338342221,223657779,19,19,62000000,276342221
90431300,338342221,223657779,19,19,62000000,276342221
90431800,338342221,223657779,19,19,62000000,276342221
90432300,338342221,223657779,19,19,62000000,276342221
90432800,338342221,223657779,19,19,62000000,276342221
90433300,338342221,223657779,19,19,62000000,276342221
90433800,338342221,223657779,19,19,62000000,276342221
90434300,338342221,223657779,19,19,62000000,276342221
90434800,338342221,223657779,19,19,62000000,276342221
90435300,338342221,223657779,19,19,62000000,276342221
90435800,338342221,223657779,19,19,62000000,276342221
90436300,338342221,223657779,19,19,62000000,276342221
90436800,338342221,223657779,19,19,62000000,276342221
90437300,338342221,223657779,19,19,62000000,276342221
90437800,338342221,223657779,19,19,62000000,276342221
90438300,338342221,223657779,19,19,62000000,276342221
90438800,338342221,223657779,19,19,62000000,276342221
90439300,338342221,223657779,19,19,62000000,276342221
90439800,338342221,223657779,19,19,62000000,276342221
90440300,338342221,223657779,19,19,62000000,276342221
90440800,338342221,223657779,19,19,62000000,276342221
90441300,338342221,223657779,19,19,62000000,276342221
90441800,338342221,223657779,19,19,62000000,276342221
90442300,338342221,223657779,19,19,62000000,276342221
90442800,338342221,223657779,19,19,62000000,276342221
90443300,338342221,223657779,19,19,62000000,276342221
90443800,338342221,223657779,19,19,62000000,276342221
90444300,338342221,223657779,19,19,62000000,276342221
90444800,338342221,223657779,19,19,62000000,276342221
90445300,338342221,223657779,19,19,62000000,276342221
90445800,338342221,223657779,19,19,62000000,276342221
90446300,338342221,223657779,19,19,62000000,276342221
90446800,338342221,223657779,19,19,62000000,276342221
90447300,338342221,223657779,19,19,62000000,276342221
90447800,338342221,223657779,19,19,62000000,276342221
90448300,338342221,223657779,19,19,62000000,276342221
90448800,338342221,223657779,19,19,62000000,276342221
90449300,338342221,223657779,19,19,62000000,276342221
90449800,338342221,223657779,19,19,62000000,276342221
90450300,338342221,223657779,19,19,62000000,276342221
90450800,338342221,223657779,19,19,62000000,276342221
90451300,338342221,223657779,19,19,62000000,276342221
90451800,338342221,223657779,19,19,62000000,276342221
90452300,338342221,223657779,19,19,62000000,276342221
90452800,338342221,223657779,19,19,62000000,276342221
90453300,338342221,223657779,19,19,62000000,276342221
90453800,338342221,223657779,19,19,62000000,276342221
90454300,338342221,223657779,19,19,62000000,276342221
90454800,338342221,223657779,19,19,62000000,276342221
90455300,338342221,223657779,19,19,62000000,276342221
90455800,338342221,223657779,19,19,62000000,276342221
90456300,338342221,223657779,19,19,62000000,276342221
90456800,338342221,223657779,19,19,62000000,276342221
90457300,338342221,223657779,19,19,62000000,276342221
90457800,338342221,223657779,19,19,62000000,276342221
90458300,338342221,223657779,19,19,62000000,276342221
90458800,338342221,223657779,19,19,62000000,276342221
90459300,338342221,223657779,19,19,62000000,276342221
90459800,338342221,223657779,19,19,62000000,276342221
90460300,338342221,223657779,19,19,62000000,276342221
90460800,338342221,223657779,19,19,62000000,276342221
90461300,338342221,223657779,19,19,62000000,276342221
90461800,338342221,223657779,19,19,62000000,276342221
90462300,338342221,223657779,19,19,62000000,276342221
90462800,338342221,223657779,19,19,62000000,276342221
90463300,338342221,223657779,19,19,62000000,276342221
90463800,338342221,223657779,19,19,62000000,276342221
90464300,338342221,223657779,19,19,62000000,276342221
90464800,338342221,223657779,19,19,62000000,276342221
90465300,338342221,223657779,19,19,62000000,276342221
90465800,338342221,223657779,19,19,62000000,276342221
90466300,338342221,223657779,19,19,62000000,276342221
90466800,338342221,223657779,19,19,62000000,276342221
90467300,338342221,223657779,19,19,62000000,276342221
90467800,338342221,223657779,19,19,62000000,276342221
90468300,338342221,223657779,19,19,62000000,276342221
90468800,338342221,223657779,19,19,62000000,276342221
90469300,338342221,223657779,19,19,62000000,276342221
90469800,338342221,223657779,19,19,62000000,276342221
90470300,338342221,223657779,19,19,62000000,276342221
90470800,338342221,223657779,19,19,62000000,276342221
90471300,338342221,223657779,19,19,62000000,276342221
90471800,338342221,223657779,19,19,62000000,276342221
90472300,338342221,223657779,19,19,62000000,276342221
90472800,338342221,223657779,19,19,62000000,276342221
90473300,338342221,223657779,19,19,62000000,276342221
90473800,338342221,223657779,19,19,62000000,276342221
90474300,338342221,223657779,19,19,62000000,276342221
90474800,338342221,223657779,19,19,62000000,276342221
90475300,338342221,223657779,19,19,62000000,276342221
90475800,338342221,223657779,19,19,62000000,276342221
90476300,338342221,223657779,19,19,62000000,276342221
90476800,338342221,223657779,19,19,62000000,276342221
90477300,338342221,223657779,19,19,62000000,276342221
90477800,338342221,223657779,19,19,62000000,276342221
90478300,338342221,223657779,19,19,62000000,276342221
90478800,338342221,223657779,19,19,62000000,276342221
90479300,338342221,223657779,19,19,62000000,276342221
90479800,338342221,223657779,19,19,62000000,276342221
90480300,338342221,223657779,19,19,62000000,276342221
90480800,338342221,223657779,19,19,62000000,276342221
90481300,338342221,223657779,19,19,62000000,276342221
90481800,338342221,223657779,19,19,62000000,276342221
90482300,338342221,223657779,19,19,62000000,276342221
90482800,338342221,223657779,19,19,62000000,276342221
90483300,338342221,223657779,19,19,62000000,276342221
90483800,338342221,223657779,19,19,62000000,276342221
90484300,338342221,223657779,19,19,62000000,276342221
90484800,338342221,223657779,19,19,62000000,276342221
90485300,338342221,223657779,19,19,62000000,276342221
90485800,338342221,223657779,19,19,62000000,276342221
90486300,338342221,223657779,19,19,62000000,276342221
90486800,338342221,223657779,19,19,62000000,276342221
90487300,338342221,223657779,19,19,62000000,276342221
90487800,338342221,223657779,19,19,62000000,276342221
90488300,338342221,223657779,19,19,62000000,276342221
90488800,338342221,223657779,19,19,62000000,276342221
90489300,338342221,223657779,19,19,62000000,276342221
90489800,338342221,223657779,19,19,62000000,276342221
90490300,338342221,223657779,19,19,62000000,276342221
90490800,338342221,223657779,19,19,62000000,276342221
90491300,338342221,223657779,19,19,62000000,276342221
90491800,338342221,223657779,19,19,62000000,276342221
90492300,338342221,223657779,19,19,62000000,276342221
90492800,338342221,223657779,19,19,62000000,276342221
90493300,338342221,223657779,19,19,62000000,276342221
90493800,338342221,223657779,19,19,62000000,276342221
90494300,338342221,223657779,19,19,62000000,276342221
90494800,338342221,223657779,19,19,62000000,276342221
90495300,338342221,223657779,19,19,62000000,276342221
90495800,338342221,223657779,19,19,62000000,276342221
90496300,338342221,223657779,19,19,62000000,276342221
90496800,338342221,223657779,19,19,62000000,276342221
90497300,338342221,223657779,19,19,62000000,276342221
90497800,338342221,223657779,19,19,62000000,276342221
90498300,338342221,223657779,19,19,62000000,276342221
90498800,338342221,223657779,19,19,62000000,276342221
90499300,338342221,223657779,19,19,62000000,276342221
90499800,338342221,223657779,19,19,62000000,276342221
90500300,338342221,223657779,19,19,62000000,276342221
90500800,338342221,223657779,19,19,62000000,276342221
90501300,338342221,223657779,19,19,62000000,276342221
90501800,338342221,223657779,19,19,62000000,276342221
90502300,338342221,223657779,19,19,62000000,276342221
90502800,338342221,223657779,19,19,62000000,276342221
90503300,338342221,223657779,19,19,62000000,276342221
90503800,338342221,223657779,19,19,62000000,276342221
90504300,338342221,223657779,19,19,62000000,276342221
90504800,338342221,223657779,19,19,62000000,276342221
90505300,338342221,223657779,19,19,62000000,276342221
90505800,338342221,223657779,19,19,62000000,276342221
90506300,338342221,223657779,19,19,62000000,276342221
90506800,338342221,223657779,19,19,62000000,276342221
90507300,338342221,223657779,19,19,62000000,276342221
90507800,338342221,223657779,19,19,62000000,276342221
90508300,338342221,223657779,19,19,62000000,276342221
90508800,338342221,223657779,19,19,62000000,276342221
90509300,338342221,223657779,19,19,62000000,276342221
90509800,338342221,223657779,19,19,62000000,276342221
90510300,338342221,223657779,19,19,62000000,276342221
90510800,338342221,223657779,19,19,62000000,276342221
90511300,338342221,223657779,19,19,62000000,276342221
90511800,338342221,223657779,19,19,62000000,276342221
90512300,338342221,223657779,19,19,62000000,276342221
90512800,338342221,223657779,19,19,62000000,276342221
90513300,338342221,223657779,19,19,62000000,276342221
90513800,338342221,223657779,19,19,62000000,276342221
90514300,338342221,223657779,19,19,62000000,276342221
90514800,338342221,223657779,19,19,62000000,276342221
90515300,338342221,223657779,19,19,62000000,276342221
90515800,338342221,223657779,19,19,62000000,276342221
90516300,338342221,223657779,19,19,62000000,276342221
90516800,338342221,223657779,19,19,62000000,276342221
90517300,338342221,223657779,19,19,62000000,276342221
90517800,338342221,223657779,19,19,62000000,276342221
90518300,338342221,223657779,19,19,62000000,276342221
90518800,338342221,223657779,19,19,62000000,276342221
90519300,338342221,223657779,19,19,62000000,276342221
90519800,338342221,223657779,19,19,62000000,276342221
90520300,338342221,223657779,19,19,62000000,276342221
90520800,338342221,223657779,19,19,62000000,276342221
90521300,338342221,223657779,19,19,62000000,276342221
90521800,338342221,223657779,19,19,62000000,276342221
90522300,338342221,223657779,19,19,62000000,276342221
90522800,338342221,223657779,19,19,62000000,276342221
90523300,338342221,223657779,19,19,62000000,276342221
90523800,338342221,223657779,19,19,62000000,276342221
90524300,338342221,223657779,19,19,62000000,276342221
90524800,338342221,223657779,19,19,62000000,276342221
90525300,338342221,223657779,19,19,62000000,276342221
90525800,338342221,223657779,19,19,62000000,276342221
90526300,338342221,223657779,19,19,62000000,276342221
90526800,338342221,223657779,19,19,62000000,276342221
90527300,338342221,223657779,19,19,62000000,276342221
90527800,338342221,223657779,19,19,62000000,276342221
90528300,338342221,223657779,19,19,62000000,276342221
90528800,338342221,223657779,19,19,62000000,276342221
90529300,338342221,223657779,19,19,62000000,276342221
90529800,338342221,223657779,19,19,62000000,276342221
90530300,338342221,223657779,19,19,62000000,276342221
90530800,338342221,223657779,19,19,62000000,276342221
90531300,338342221,223657779,19,19,62000000,276342221
90531800,338342221,223657779,19,19,62000000,276342221
90532300,338342221,223657779,19,19,62000000,276342221
90532800,338342221,223657779,19,19,62000000,276342221
90533300,338342221,223657779,19,19,62000000,276342221
90533800,338342221,223657779,19,19,62000000,276342221
90534300,338342221,223657779,19,19,62000000,276342221
90534800,338342221,223657779,19,19,62000000,276342221
90535300,338342221,223657779,19,19,62000000,276342221
90535800,338342221,223657779,19,19,62000000,276342221
90536300,338342221,223657779,19,19,62000000,276342221
90536800,338342221,223657779,19,19,62000000,276342221
90537300,338342221,223657779,19,19,62000000,276342221
90537800,338342221,223657779,19,19,62000000,276342221
90538300,338342221,223657779,19,19,62000000,276342221
90538800,338342221,223657779,19,19,62000000,276342221
90539300,338342221,223657779,19,19,62000000,276342221
90539800,338342221,223657779,19,19,62000000,276342221
90540300,338342221,223657779,19,19,62000000,276342221
90540800,338342221,223657779,19,19,62000000,276342221
90541300,338342221,223657779,19,19,62000000,276342221
90541800,338342221,223657779,19,19,62000000,276342221
90542300,338342221,223657779,19,19,62000000,276342221
90542800,338342221,223657779,19,19,62000000,276342221
90543300,338342221,223657779,19,19,62000000,276342221
90543800,338342221,223657779,19,19,62000000,276342221
90544300,338342221,223657779,19,19,62000000,276342221
90544800,338342221,223657779,19,19,62000000,276342221
90545300,338342221,223657779,19,19,62000000,276342221
90545800,338342221,223657779,19,19,62000000,276342221
90546300,338342221,223657779,19,19,62000000,276342221
90546800,338342221,223657779,19,19,62000000,276342221
90547300,338342221,223657779,19,19,62000000,276342221
90547800,338342221,223657779,19,19,62000000,276342221
90548300,338342221,223657779,19,19,62000000,276342221
90548800,338342221,223657779,19,19,62000000,276342221
90549300,338342221,223657779,19,19,62000000,276342221
90549800,338342221,223657779,19,19,62000000,276342221
90550300,338342221,223657779,19,19,62000000,276342221
90550800,338342221,223657779,19,19,62000000,276342221
90551300,338342221,223657779,19,19,62000000,276342221
90551800,338342221,223657779,19,19,62000000,276342221
90552300,338342221,223657779,19,19,62000000,276342221
90552800,338342221,223657779,19,19,62000000,276342221
90553300,338342221,223657779,19,19,62000000,276342221
90553800,338342221,223657779,19,19,62000000,276342221
90554300,338342221,223657779,19,19,62000000,276342221
90554800,338342221,223657779,19,19,62000000,276342221
90555300,338342221,223657779,19,19,62000000,276342221
90555800,338342221,223657779,19,19,62000000,276342221
90556300,338342221,223657779,19,19,62000000,276342221
90556800,338342221,223657779,19,19,62000000,276342221
90557300,338342221,223657779,19,19,62000000,276342221
90557800,338342221,223657779,19,19,62000000,276342221
90558300,338342221,223657779,19,19,62000000,276342221
90558800,338342221,223657779,19,19,62000000,276342221
90559300,338342221,223657779,19,19,62000000,276342221
90559800,338342221,223657779,19,19,62000000,276342221
90560300,338342221,223657779,19,19,62000000,276342221
90560800,338342221,223657779,19,19,62000000,276342221
90561300,338342221,223657779,19,19,62000000,276342221
90561800,338342221,223657779,19,19,62000000,276342221
90562300,338342221,223657779,19,19,62000000,276342221
90562800,338342221,223657779,19,19,62000000,276342221
90563300,338342221,223657779,19,19,62000000,276342221
90563800,338342221,223657779,19,19,62000000,276342221
90564300,338342221,223657779,19,19,62000000,276342221
90564800,338342221,223657779,19,19,62000000,276342221
90565300,338342221,223657779,19,19,62000000,276342221
90565800,338342221,223657779,19,19,62000000,276342221
90566300,338342221,223657779,19,19,62000000,276342221
90566800,338342221,223657779,19,19,62000000,276342221
90567300,338342221,223657779,19,19,62000000,276342221
90567800,338342221,223657779,19,19,62000000,276342221
90568300,338342221,223657779,19,19,62000000,276342221
90568800,338342221,223657779,19,19,62000000,276342221
90569300,338342221,223657779,19,19,62000000,276342221
90569800,338342221,223657779,19,19,62000000,276342221
90570300,338342221,223657779,19,19,62000000,276342221
90570800,338342221,223657779,19,19,62000000,276342221
90571300,338342221,223657779,19,19,62000000,276342221
90571800,338342221,223657779,19,19,62000000,276342221
90572300,338342221,223657779,19,19,62000000,276342221
90572800,338342221,223657779,19,19,62000000,276342221
90573300,338342221,223657779,19,19,62000000,276342221
90573800,338342221,223657779,19,19,62000000,276342221
90574300,338342221,223657779,19,19,62000000,276342221
90574800,338342221,223657779,19,19,62000000,276342221
90575300,338342221,223657779,19,19,62000000,276342221
90575800,338342221,223657779,19,19,62000000,276342221
90576300,338342221,223657779,19,19,62000000,276342221
90576800,338342221,223657779,19,19,62000000,276342221
90577300,338342221,223657779,19,19,62000000,276342221
90577800,338342221,223657779,19,19,62000000,276342221
90578300,338342221,223657779,19,19,62000000,276342221
90578800,338342221,223657779,19,19,62000000,276342221
90579300,338342221,223657779,19,19,62000000,276342221
90579800,338342221,223657779,19,19,62000000,276342221
90580300,338342221,223657779,19,19,62000000,276342221
90580800,338342221,223657779,19,19,62000000,276342221
90581300,338342221,223657779,19,19,62000000,276342221
90581800,338342221,223657779,19,19,62000000,276342221
90582300,338342221,223657779,19,19,62000000,276342221
90582800,338342221,223657779,19,19,62000000,276342221
90583300,338342221,223657779,19,19,62000000,276342221
90583800,338342221,223657779,19,19,62000000,276342221
90584300,338342221,223657779,19,19,62000000,276342221
90584800,338342221,223657779,19,19,62000000,276342221
90585300,338342221,223657779,19,19,62000000,276342221
90585800,338342221,223657779,19,19,62000000,276342221
90586300,338342221,223657779,19,19,62000000,276342221
90586800,338342221,223657779,19,19,62000000,276342221
90587300,338342221,223657779,19,19,62000000,276342221
90587800,338342221,223657779,19,19,62000000,276342221
90588300,338342221,223657779,19,19,62000000,276342221
90588800,338342221,223657779,19,19,62000000,276342221
90589300,338342221,223657779,19,19,62000000,276342221
90589800,338342221,223657779,19,19,62000000,276342221
90590300,338342221,223657779,19,19,62000000,276342221
90590800,338342221,223657779,19,19,62000000,276342221
90591300,338342221,223657779,19,19,62000000,276342221
90591800,338342221,223657779,19,19,62000000,276342221
90592300,338342221,223657779,19,19,62000000,276342221
90592800,338342221,223657779,19,19,62000000,276342221
90593300,338342221,223657779,19,19,62000000,276342221
90593800,338342221,223657779,19,19,62000000,276342221
90594300,338342221,223657779,19,19,62000000,276342221
90594800,338342221,223657779,19,19,62000000,276342221
